Notes,Age,Age Code,Vaccine Type,Vaccine Type Code,Sex,Sex Code,Events Reported,Percent
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Male,M,63,0.01%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Unknown,U,242,0.04%
Total,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,,,373,0.05%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Female,F,97,0.01%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Male,M,81,0.01%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Unknown,U,177,0.03%
Total,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,,,355,0.05%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Female,F,119,0.02%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Male,M,127,0.02%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Unknown,U,304,0.04%
Total,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,,,550,0.08%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Female,F,121,0.02%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Male,M,163,0.02%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Unknown,U,311,0.05%
Total,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,,,595,0.09%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE (TETANUS TOXOID CONJUGATE),DTPPHIB,Female,F,1,0.00%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE (TETANUS TOXOID CONJUGATE),DTPPHIB,Unknown,U,1,0.00%
Total,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE (TETANUS TOXOID CONJUGATE),DTPPHIB,,,2,0.00%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Female,F,27,0.00%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Male,M,33,0.00%
,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Unknown,U,112,0.02%
Total,Unknown,U,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,,,172,0.03%
,Unknown,U,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Female,F,33,0.00%
,Unknown,U,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Male,M,25,0.00%
,Unknown,U,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Unknown,U,70,0.01%
Total,Unknown,U,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,,,128,0.02%
,Unknown,U,DIPHTHERIA TOXOID,DTOX,Female,F,1,0.00%
,Unknown,U,DIPHTHERIA TOXOID,DTOX,Male,M,2,0.00%
Total,Unknown,U,DIPHTHERIA TOXOID,DTOX,,,3,0.00%
,Unknown,U,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Female,F,2,0.00%
,Unknown,U,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Unknown,U,1,0.00%
Total,Unknown,U,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,,,3,0.00%
,Unknown,U,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,Unknown,U,1,0.00%
Total,Unknown,U,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,,,1,0.00%
,Unknown,U,DIPHTHERIA/TETANUS/WHOLE PERTUSSIS-INACTIVATED POLIO VIRUS-HAEMOPHILUS INFLUENZA B (PENTACOQR),DTPIHI,Male,M,1,0.00%
Total,Unknown,U,DIPHTHERIA/TETANUS/WHOLE PERTUSSIS-INACTIVATED POLIO VIRUS-HAEMOPHILUS INFLUENZA B (PENTACOQR),DTPIHI,,,1,0.00%
,Unknown,U,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,Unknown,U,1,0.00%
Total,Unknown,U,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,,,1,0.00%
,Unknown,U,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,Female,F,356,0.05%
,Unknown,U,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,Male,M,468,0.07%
,Unknown,U,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,Unknown,U,2461,0.36%
Total,Unknown,U,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,,,3285,0.48%
,Unknown,U,HAEMOPHILUS B POLYSACCHARIDE VACCINE,HBPV,Female,F,1,0.00%
,Unknown,U,HAEMOPHILUS B POLYSACCHARIDE VACCINE,HBPV,Male,M,3,0.00%
,Unknown,U,HAEMOPHILUS B POLYSACCHARIDE VACCINE,HBPV,Unknown,U,2,0.00%
Total,Unknown,U,HAEMOPHILUS B POLYSACCHARIDE VACCINE,HBPV,,,6,0.00%
,Unknown,U,HEPATITIS A,HEPA,Female,F,433,0.06%
,Unknown,U,HEPATITIS A,HEPA,Male,M,348,0.05%
,Unknown,U,HEPATITIS A,HEPA,Unknown,U,3852,0.57%
Total,Unknown,U,HEPATITIS A,HEPA,,,4633,0.68%
,Unknown,U,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,Female,F,80,0.01%
,Unknown,U,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,Male,M,77,0.01%
,Unknown,U,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,Unknown,U,101,0.01%
Total,Unknown,U,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,,,258,0.04%
,Unknown,U,HEPATITIS B VACCINE,HEP,Female,F,2993,0.44%
,Unknown,U,HEPATITIS B VACCINE,HEP,Male,M,1758,0.26%
,Unknown,U,HEPATITIS B VACCINE,HEP,Unknown,U,6261,0.92%
Total,Unknown,U,HEPATITIS B VACCINE,HEP,,,11012,1.62%
,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,Female,F,4437,0.65%
,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,Male,M,426,0.06%
,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,Unknown,U,5133,0.76%
Total,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,,,9996,1.47%
,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,Female,F,928,0.14%
,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,Male,M,388,0.06%
,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,Unknown,U,3720,0.55%
Total,Unknown,U,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,,,5036,0.74%
,Unknown,U,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,Female,F,130,0.02%
,Unknown,U,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,Male,M,59,0.01%
,Unknown,U,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,Unknown,U,137,0.02%
Total,Unknown,U,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,,,326,0.05%
,Unknown,U,HUMAN PAPILLOVAVIRUS BIVALENT,HPV2,Female,F,18,0.00%
,Unknown,U,HUMAN PAPILLOVAVIRUS BIVALENT,HPV2,Male,M,7,0.00%
,Unknown,U,HUMAN PAPILLOVAVIRUS BIVALENT,HPV2,Unknown,U,16,0.00%
Total,Unknown,U,HUMAN PAPILLOVAVIRUS BIVALENT,HPV2,,,41,0.01%
,Unknown,U,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),Female,F,79,0.01%
,Unknown,U,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),Male,M,56,0.01%
,Unknown,U,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),Unknown,U,85,0.01%
Total,Unknown,U,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),,,220,0.03%
,Unknown,U,"INFLUENZA (H1N1) MONOVALENT, (INTRANASAL SPRAY)",FLUN(H1N1),Female,F,18,0.00%
,Unknown,U,"INFLUENZA (H1N1) MONOVALENT, (INTRANASAL SPRAY)",FLUN(H1N1),Male,M,14,0.00%
,Unknown,U,"INFLUENZA (H1N1) MONOVALENT, (INTRANASAL SPRAY)",FLUN(H1N1),Unknown,U,29,0.00%
Total,Unknown,U,"INFLUENZA (H1N1) MONOVALENT, (INTRANASAL SPRAY)",FLUN(H1N1),,,61,0.01%
,Unknown,U,"INFLUENZA VIRUS VACCINE, NO BRAND NAME",FLUX(SEASONAL),Female,F,1216,0.18%
,Unknown,U,"INFLUENZA VIRUS VACCINE, NO BRAND NAME",FLUX(SEASONAL),Male,M,564,0.08%
,Unknown,U,"INFLUENZA VIRUS VACCINE, NO BRAND NAME",FLUX(SEASONAL),Unknown,U,904,0.13%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, NO BRAND NAME",FLUX(SEASONAL),,,2684,0.40%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INJECTED)",FLU4(SEASONAL),Female,F,696,0.10%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INJECTED)",FLU4(SEASONAL),Male,M,268,0.04%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INJECTED)",FLU4(SEASONAL),Unknown,U,718,0.11%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INJECTED)",FLU4(SEASONAL),,,1682,0.25%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INTRANASAL SPRAY)",FLUN4(SEASONAL),Female,F,146,0.02%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INTRANASAL SPRAY)",FLUN4(SEASONAL),Male,M,94,0.01%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INTRANASAL SPRAY)",FLUN4(SEASONAL),Unknown,U,221,0.03%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT (INTRANASAL SPRAY)",FLUN4(SEASONAL),,,461,0.07%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC4(SEASONAL),Female,F,128,0.02%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC4(SEASONAL),Male,M,67,0.01%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC4(SEASONAL),Unknown,U,31,0.00%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC4(SEASONAL),,,226,0.03%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, RECOMBINANT (INJECTED)",FLUR4(SEASONAL),Female,F,106,0.02%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, RECOMBINANT (INJECTED)",FLUR4(SEASONAL),Male,M,53,0.01%
,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, RECOMBINANT (INJECTED)",FLUR4(SEASONAL),Unknown,U,70,0.01%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, RECOMBINANT (INJECTED)",FLUR4(SEASONAL),,,229,0.03%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Female,F,2269,0.33%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Male,M,961,0.14%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Unknown,U,2733,0.40%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),,,5963,0.88%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Female,F,220,0.03%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Male,M,137,0.02%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Unknown,U,225,0.03%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),,,582,0.09%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Female,F,26,0.00%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Male,M,22,0.00%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Unknown,U,23,0.00%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),,,71,0.01%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Female,F,24,0.00%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Male,M,12,0.00%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Unknown,U,22,0.00%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),,,58,0.01%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Female,F,6,0.00%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Male,M,1,0.00%
,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Unknown,U,1,0.00%
Total,Unknown,U,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),,,8,0.00%
,Unknown,U,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Female,F,51,0.01%
,Unknown,U,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Male,M,10,0.00%
,Unknown,U,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Unknown,U,35,0.01%
Total,Unknown,U,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),,,96,0.01%
,Unknown,U,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Female,F,8,0.00%
,Unknown,U,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Male,M,6,0.00%
,Unknown,U,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Unknown,U,10,0.00%
Total,Unknown,U,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,,,24,0.00%
,Unknown,U,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,Male,M,1,0.00%
Total,Unknown,U,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,,,1,0.00%
,Unknown,U,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,Unknown,U,1,0.00%
Total,Unknown,U,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,,,1,0.00%
,Unknown,U,LYME VACCINE (LYMERIX),LYME,Female,F,122,0.02%
,Unknown,U,LYME VACCINE (LYMERIX),LYME,Male,M,147,0.02%
,Unknown,U,LYME VACCINE (LYMERIX),LYME,Unknown,U,65,0.01%
Total,Unknown,U,LYME VACCINE (LYMERIX),LYME,,,334,0.05%
,Unknown,U,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,Unknown,U,2,0.00%
Total,Unknown,U,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,,,2,0.00%
,Unknown,U,MEASLES AND RUBELLA VACCINE,MER,Female,F,2,0.00%
,Unknown,U,MEASLES AND RUBELLA VACCINE,MER,Male,M,4,0.00%
,Unknown,U,MEASLES AND RUBELLA VACCINE,MER,Unknown,U,3,0.00%
Total,Unknown,U,MEASLES AND RUBELLA VACCINE,MER,,,9,0.00%
,Unknown,U,MEASLES VACCINE,MEA,Female,F,44,0.01%
,Unknown,U,MEASLES VACCINE,MEA,Male,M,26,0.00%
,Unknown,U,MEASLES VACCINE,MEA,Unknown,U,29,0.00%
Total,Unknown,U,MEASLES VACCINE,MEA,,,99,0.01%
,Unknown,U,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Female,F,1328,0.20%
,Unknown,U,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Male,M,1024,0.15%
,Unknown,U,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Unknown,U,5707,0.84%
Total,Unknown,U,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,,,8059,1.19%
,Unknown,U,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Female,F,143,0.02%
,Unknown,U,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Male,M,136,0.02%
,Unknown,U,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Unknown,U,4468,0.66%
Total,Unknown,U,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,,,4747,0.70%
,Unknown,U,MENINGOCOCCAL B VACCINE,MENB,Female,F,454,0.07%
,Unknown,U,MENINGOCOCCAL B VACCINE,MENB,Male,M,299,0.04%
,Unknown,U,MENINGOCOCCAL B VACCINE,MENB,Unknown,U,476,0.07%
Total,Unknown,U,MENINGOCOCCAL B VACCINE,MENB,,,1229,0.18%
,Unknown,U,MENINGOCOCCAL CONJUGATE VACCINE,MNC,Unknown,U,1,0.00%
Total,Unknown,U,MENINGOCOCCAL CONJUGATE VACCINE,MNC,,,1,0.00%
,Unknown,U,MENINGOCOCCAL GROUPS C AND Y + HAEMOPHILUS B TETANUS TOXOID CONJUGATE VACCINE,MENHIB,Unknown,U,1,0.00%
Total,Unknown,U,MENINGOCOCCAL GROUPS C AND Y + HAEMOPHILUS B TETANUS TOXOID CONJUGATE VACCINE,MENHIB,,,1,0.00%
,Unknown,U,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Female,F,89,0.01%
,Unknown,U,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Male,M,74,0.01%
,Unknown,U,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Unknown,U,67,0.01%
Total,Unknown,U,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,,,230,0.03%
,Unknown,U,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Female,F,374,0.06%
,Unknown,U,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Male,M,306,0.05%
,Unknown,U,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Unknown,U,609,0.09%
Total,Unknown,U,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,,,1289,0.19%
,Unknown,U,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,Female,F,1,0.00%
,Unknown,U,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,Unknown,U,1,0.00%
Total,Unknown,U,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,,,2,0.00%
,Unknown,U,"MUMPS VIRUS VACCINE, LIVE",MU,Female,F,17,0.00%
,Unknown,U,"MUMPS VIRUS VACCINE, LIVE",MU,Male,M,11,0.00%
,Unknown,U,"MUMPS VIRUS VACCINE, LIVE",MU,Unknown,U,14,0.00%
Total,Unknown,U,"MUMPS VIRUS VACCINE, LIVE",MU,,,42,0.01%
,Unknown,U,PANDEMIC FLU VACCINE,H5N1,Unknown,U,1,0.00%
Total,Unknown,U,PANDEMIC FLU VACCINE,H5N1,,,1,0.00%
,Unknown,U,"PERTUSSIS, ADSORBED VACCINE",PER,Female,F,13,0.00%
,Unknown,U,"PERTUSSIS, ADSORBED VACCINE",PER,Male,M,5,0.00%
,Unknown,U,"PERTUSSIS, ADSORBED VACCINE",PER,Unknown,U,13,0.00%
Total,Unknown,U,"PERTUSSIS, ADSORBED VACCINE",PER,,,31,0.00%
,Unknown,U,PLAGUE VACCINE,PLAGUE,Male,M,1,0.00%
,Unknown,U,PLAGUE VACCINE,PLAGUE,Unknown,U,3,0.00%
Total,Unknown,U,PLAGUE VACCINE,PLAGUE,,,4,0.00%
,Unknown,U,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Female,F,2297,0.34%
,Unknown,U,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Male,M,1038,0.15%
,Unknown,U,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Unknown,U,6440,0.95%
Total,Unknown,U,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,,,9775,1.44%
,Unknown,U,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Female,F,827,0.12%
,Unknown,U,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Male,M,372,0.05%
,Unknown,U,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Unknown,U,838,0.12%
Total,Unknown,U,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,,,2037,0.30%
,Unknown,U,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Female,F,326,0.05%
,Unknown,U,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Male,M,347,0.05%
,Unknown,U,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Unknown,U,346,0.05%
Total,Unknown,U,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,,,1019,0.15%
,Unknown,U,POLIOVIRUS VACCINE INACTIVATED,IPV,Female,F,362,0.05%
,Unknown,U,POLIOVIRUS VACCINE INACTIVATED,IPV,Male,M,415,0.06%
,Unknown,U,POLIOVIRUS VACCINE INACTIVATED,IPV,Unknown,U,256,0.04%
Total,Unknown,U,POLIOVIRUS VACCINE INACTIVATED,IPV,,,1033,0.15%
,Unknown,U,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Female,F,107,0.02%
,Unknown,U,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Male,M,121,0.02%
,Unknown,U,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Unknown,U,84,0.01%
Total,Unknown,U,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,,,312,0.05%
,Unknown,U,RABIES VIRUS VACCINE,RAB,Female,F,248,0.04%
,Unknown,U,RABIES VIRUS VACCINE,RAB,Male,M,127,0.02%
,Unknown,U,RABIES VIRUS VACCINE,RAB,Unknown,U,158,0.02%
Total,Unknown,U,RABIES VIRUS VACCINE,RAB,,,533,0.08%
,Unknown,U,ROTAVIRUS (NO BRAND NAME),RVX,Female,F,23,0.00%
,Unknown,U,ROTAVIRUS (NO BRAND NAME),RVX,Male,M,26,0.00%
,Unknown,U,ROTAVIRUS (NO BRAND NAME),RVX,Unknown,U,47,0.01%
Total,Unknown,U,ROTAVIRUS (NO BRAND NAME),RVX,,,96,0.01%
,Unknown,U,ROTAVIRUS VACCINE (ROTASHIELD),RV,Female,F,9,0.00%
,Unknown,U,ROTAVIRUS VACCINE (ROTASHIELD),RV,Male,M,16,0.00%
,Unknown,U,ROTAVIRUS VACCINE (ROTASHIELD),RV,Unknown,U,38,0.01%
Total,Unknown,U,ROTAVIRUS VACCINE (ROTASHIELD),RV,,,63,0.01%
,Unknown,U,"ROTAVIRUS VACCINE, LIVE, ORAL ",RV1,Female,F,18,0.00%
,Unknown,U,"ROTAVIRUS VACCINE, LIVE, ORAL ",RV1,Male,M,16,0.00%
,Unknown,U,"ROTAVIRUS VACCINE, LIVE, ORAL ",RV1,Unknown,U,80,0.01%
Total,Unknown,U,"ROTAVIRUS VACCINE, LIVE, ORAL ",RV1,,,114,0.02%
